group_number,consensus,highest_voted_ans,variance,avg_arrogance,med_arrogance,var_arrogance,avg_confidence,med_confidence,var_confidence,avg_EMAM,med_EMAM,var_EMAM,avg_EAAA,med_EAAA,var_EAAA,pca1,pca2,cluster
39,0.17038749290891253,0.2,0.04093843489214296,0.10270411925929168,0.0942350332594235,0.1316938132731599,0.5533333333333333,0.6,0.4890560875512997,0.36777777777777776,0.3583333333333333,0.1908873989912508,0.19722222222222224,0.14333333333333334,0.35857630652045897,0.31682103194976174,-0.03489918491521015,0
40,0.1330940798298489,0.2333333333333333,0.03464021413950558,0.1037038431757776,0.0982310372554275,0.06539662682164654,0.59,0.6,0.4357900136798907,0.3538888888888889,0.3666666666666667,0.31226205225998577,0.2038888888888889,0.13333333333333333,0.4954040425701364,0.4232787428557068,-0.054080762230419,0
41,0.1283373294130693,0.16666666666666666,0.009447331128956066,0.09998992432448983,0.0958904109589041,0.06121539759017335,0.62,0.7,0.3642270861833106,0.31166666666666665,0.325,0.1985650096132924,0.25122222222222224,0.21,0.5967393466676917,0.521746284475022,0.006065159989727793,0
42,0.2088711972925409,0.26666666666666666,0.08187686978428592,0.13151890344159986,0.10903532608695653,0.24399715108824774,0.5666666666666667,0.6,0.28180574555403554,0.4205555555555556,0.425,0.19993311842284733,0.15444444444444444,0.1,0.2450000711016565,0.12052481686191688,0.07806104724533881,0
43,0.17281153614811806,0.2333333333333333,0.044087545268461655,0.12952214343148932,0.10141206675224647,0.18768866642302265,0.6433333333333333,0.7,0.2784712722298222,0.3672222222222222,0.425,0.4255630634091766,0.2511111111111111,0.17833333333333334,0.7780209911997928,0.5365596428426456,0.12267332752842974,0
44,0.20395211634847965,0.26666666666666666,0.05983309715005509,0.12504124919965906,0.10903532608695653,0.14959703404952726,0.6333333333333333,0.7,0.369015047879617,0.3827777777777778,0.4083333333333333,0.3040533994026565,0.18933333333333333,0.14333333333333334,0.3635659821309111,0.2406876164072181,0.011892824269465337,0
45,0.2340196186820528,0.26666666666666666,0.08187686978428592,0.10559074427647414,0.08941058941058941,0.2517235887161048,0.5666666666666667,0.6499999999999999,0.5639534883720931,0.3655555555555555,0.3833333333333333,0.4295863833951702,0.1948888888888889,0.14166666666666666,0.5532990329179831,0.36128637957328097,0.027687470868241516,0
46,0.2369345328238369,0.26666666666666666,0.08502598016060461,0.11064341282305244,0.09490509490509492,0.1840576832847688,0.5933333333333334,0.6,0.4952120383036936,0.38,0.4083333333333333,0.4249780168787748,0.20044444444444445,0.13333333333333336,0.5539485794680094,0.3738261176890986,-0.012858350323817701,0
47,0.2823832891244493,0.3,0.11021886317115412,0.07862594681495395,0.0837788172402272,0.017589727614238857,0.5533333333333333,0.6,0.4069767441860467,0.3422222222222222,0.3583333333333333,0.2615250170003744,0.26066666666666666,0.18833333333333332,0.5589435420852639,0.4164238536238689,-0.156903749870894,0
48,0.3270198263867796,0.3,0.12911352542906626,0.10551837711949984,0.075046904315197,0.18426408204401565,0.5466666666666666,0.6499999999999999,0.3710670314637484,0.3955555555555556,0.425,0.3793623889391418,0.19566666666666666,0.15666666666666668,0.2294686074514013,0.09349069949910536,-0.04566321991834718,0
49,0.294123653283118,0.43333333333333335,0.17005196032120926,0.1157094782961591,0.0895579268292683,0.24938344024767464,0.63,0.7,0.5117134062927498,0.38666666666666666,0.38333333333333336,0.6112928350221055,0.21477777777777776,0.165,0.4113194863825757,0.14729988888815249,-0.027602981282307777,0
50,0.1283373294130693,0.2,0.02204377263423083,0.11546836031337986,0.0958904109589041,0.199342198254795,0.61,0.6,0.3844904240766075,0.3411111111111111,0.3333333333333333,0.3128290973586829,0.23111111111111116,0.15833333333333333,0.7393956300738238,0.5691118375625087,0.10554061882586305,0
51,0.15537639666842007,0.24242424242424246,0.050543221539914966,0.10561182511047557,0.0958904109589041,0.11472803465444407,0.5696969696969697,0.6,0.3498408546822535,0.3663911845730027,0.3606060606060606,0.07161633507800358,0.2374471992653811,0.22000000000000006,0.540579070426438,0.4252342182346445,0.0004256590619939197,0
52,0.18588969070439046,0.30303030303030304,0.10722720831365136,0.09498703060922163,0.09090909090909093,0.0777408865238497,0.5333333333333333,0.6,0.341388081395349,0.3859504132231405,0.4015151515151515,0.2954233739076537,0.17313131313131316,0.13333333333333333,0.22219026363329186,0.1570211271455008,-0.09481500900400973,0
53,0.193368179510935,0.2727272727272727,0.10407809793733266,0.10773691102574666,0.09375,0.1285795947225052,0.6090909090909091,0.7,0.4608539438502674,0.36230486685032137,0.3712121212121212,0.36057401335434297,0.1892745638200184,0.17,0.4013141473791911,0.26949896778710264,-0.04632388202351836,0
54,0.1570507932820524,0.24242424242424246,0.07258699417414577,0.09343198722288908,0.0821917808219178,0.1570992314935133,0.5181818181818182,0.6,0.5217139115159807,0.3622130394857668,0.3803030303030303,0.32523178287768895,0.19857667584940314,0.13484848484848486,0.41158059552044907,0.32588683056947104,-0.0380433356799688,0
55,0.14887192732311086,0.24242424242424246,0.06313966304518973,0.105809079066831,0.09375,0.14295725872622758,0.5666666666666667,0.6,0.4018254103967169,0.34582185491276396,0.3712121212121212,0.4052937970359378,0.21875114784205693,0.13727272727272727,0.5376364605878118,0.4129802387223653,0.00688459541217089,0
56,0.20743135056289586,0.375,0.13163281373012126,0.1388569039216051,0.10884857460199927,0.4207623101216283,0.565625,0.55,0.4478407630400248,0.42421875,0.428125,0.3019858614776267,0.1709375,0.11625,0.3227539168187192,0.08539809248542761,0.14542730345142862,0
57,0.4138646883853214,0.5,0.6542276806802078,0.12970704969654154,0.10933997509339977,0.07439686904520812,0.8233333333333334,0.9,0.1245725034199727,0.4183333333333333,0.4125,0.35636555993642643,0.15933333333333333,0.16,0.06249360332696751,-0.4139430364215728,-0.24619701823356066,0
58,0.30188492069490336,0.5,0.5125177137458666,0.1302490831144894,0.10942350332594236,0.2004492803263072,0.7266666666666667,0.8,0.2848837209302326,0.4336111111111111,0.4166666666666667,0.4326578776797794,0.15577777777777774,0.16666666666666669,0.054707101117972834,-0.3351784977374015,-0.13648082458434893,0
59,0.23437305102750505,0.40540540540540543,0.5380255077940481,0.14973129794173212,0.12500000000000006,0.3017009714271261,0.7756756756756756,0.9,0.2660962090681653,0.4024981738495252,0.4027027027027027,0.4360942951342058,0.15670124178232284,0.14702702702702702,0.07290456020331781,-0.3458097727521666,-0.0032026176316730377,0
60,0.3383079045812387,0.5666666666666667,0.5252716107699573,0.0920468073624122,0.10432859823103728,0.06700717048711734,0.6666666666666666,1.0,1.0,0.4388888888888889,0.4625,0.4277772395088508,0.12944444444444445,0.1361111111111111,0.06447941986614926,-0.29345764838830474,-0.4600509022659677,0
61,0.2218312127232991,0.43333333333333335,0.2701936702881436,0.0975918531932604,0.1055945499587118,0.23279988698630874,0.5333333333333333,0.5,0.8153214774281806,0.4563888888888889,0.4458333333333333,0.11284444201461853,0.1224074074074074,0.12222222222222225,0.00562300551408861,-0.13689478849533923,-0.2133027565697434,0
62,0.2502043253887384,0.5588235294117647,0.5857345299952762,0.13256776085194907,0.10836594911937378,0.29288182272090424,0.6676470588235294,0.75,0.6471050023043667,0.4747837370242214,0.4588235294117647,0.2838990205904849,0.11918973471741635,0.1338235294117647,0.027549007075746014,-0.40423634162885047,-0.19944374318578353,0
63,0.4488191140631377,0.6129032258064516,0.5335211552736351,0.09904230795771704,0.08695652173913045,0.11987431056952196,0.5806451612903226,0.5,0.7144598649662417,0.4875650364203954,0.5064516129032258,0.3100918919298157,0.1028095733610822,0.0943548387096774,0.015298630411607134,-0.33828110968955644,-0.44251281434434714,0
64,0.4744738024530781,0.5483870967741935,0.5092280180848909,0.078735308237838,0.07272727272727274,0.08558974295735941,0.5096774193548387,0.5,0.5356173602224087,0.4595473465140478,0.4491935483870968,0.2315900890123869,0.09970083246618107,0.10080645161290322,0.015244246176443437,-0.2951901380355904,-0.41772719162879485,0
65,0.32852256263565016,0.4838709677419355,0.35132262635805384,0.1246664222347789,0.09248554913294801,0.2294103971586238,0.6838709677419355,0.7,0.2417589691540532,0.4060613943808533,0.40725806451612895,0.30626877585962264,0.10159339229968782,0.1004032258064516,0.00704762347094578,-0.2842674987279096,-0.0728227387425743,0
66,0.3795077135369257,0.5161290322580645,0.3715669073486739,0.10183048684896708,0.09,0.11390939763033857,0.6290322580645161,0.6,0.7728476236706237,0.4306191467221644,0.4467741935483871,0.3784465182893013,0.10606139438085327,0.11048387096774193,0.02107816508510971,-0.212547297187991,-0.3604720535762815,0
67,0.3125956863700011,0.5161290322580645,0.35537148255617784,0.12419170472957088,0.09248554913294801,0.2460894177972671,0.6483870967741936,0.7,0.29022880720180044,0.42403746097814776,0.43225806451612897,0.2706515202057962,0.0941532258064516,0.09516129032258064,0.00702714494589238,-0.29694824186938595,-0.07990518114503678,0
68,0.3634162454080859,0.4838709677419355,0.3310783453674337,0.10603806048150566,0.0942408376963351,0.10300601363784327,0.6483870967741936,0.7,0.7018225144521426,0.4210197710718002,0.4217741935483871,0.3601485915356505,0.10598335067637878,0.10241935483870968,0.021242186284090102,-0.19458133697615818,-0.3129967547989651,0
69,0.2975780405004073,0.4838709677419355,0.3108340643768135,0.13150486842422127,0.10714285714285716,0.233991910687487,0.6612903225806451,0.6,0.2148846035038172,0.4198491155046826,0.44193548387096776,0.2422464755331678,0.09878381893860562,0.10241935483870968,0.0059533906024747535,-0.25494832212051316,-0.05360784504651174,0
70,0.3634162454080859,0.4838709677419355,0.3310783453674337,0.10370615220323127,0.0942408376963351,0.1137328434726434,0.6387096774193548,0.7,0.7603702396187284,0.41940686784599374,0.4217741935483871,0.3487106672770945,0.10751821019771073,0.10241935483870968,0.018828160380925392,-0.19360902829477364,-0.32203278295175447,0
71,0.2654504319631316,0.41935483870967744,0.23795465281058095,0.13804731791021915,0.109375,0.2264152240275024,0.6741935483870968,0.6,0.17665261903711227,0.4083766909469303,0.4161290322580645,0.22716987842595576,0.10212669094693028,0.09798387096774194,0.0024719172728980892,-0.19536184944456686,-0.005000544678046278,0
72,0.40222849374618297,0.5555555555555556,0.5924826236588163,0.10939773956947388,0.10106345267635593,0.12649316297125338,0.6083333333333334,0.6,0.6728857240570648,0.4656635802469136,0.4777777777777778,0.2302627151450845,0.09722222222222222,0.09305555555555556,0.012896935810369213,-0.36411447130386604,-0.40861437034382747,0
73,0.07566769456130118,0.26666666666666666,0.04912612187057155,0.09078449177967046,0.07712590639419907,0.12983278875787405,0.53,0.5,0.4911935704514365,0.38222222222222224,0.4083333333333333,0.2605529396883222,0.17222222222222222,0.12777777777777774,0.3028499960105674,0.27662623651716206,-0.050091421104330805,0
74,0.17366368621221195,0.43333333333333335,0.2361832782239017,0.12455836647400073,0.109375,0.18106443092780009,0.68,0.7,0.31292749658002744,0.3972222222222223,0.4083333333333333,0.3999650275251363,0.2512962962962963,0.17777777777777778,0.6183787018539262,0.2709690518001198,0.0012951208260854254,0
75,0.2137582836778592,0.36666666666666653,0.24752007557864905,0.10849231591450684,0.09890109890109892,0.054623435409962784,0.6233333333333333,0.7,0.3862004103967169,0.42277777777777775,0.4583333333333333,0.2538294049466281,0.23055555555555554,0.18055555555555555,0.4419381372701869,0.19700452677511804,-0.14941799721955987,0
76,0.19329962130229594,0.4117647058823529,0.28530940009447325,0.10494096745598172,0.10889328063241108,0.03475371002332497,0.5941176470588235,0.6499999999999999,0.3911351382985729,0.4304065743944637,0.4294117647058824,0.14207430388512432,0.1766724336793541,0.13921568627450978,0.19245802427178169,0.007101875805351253,-0.21223038884485482,0
81,0.12300772592825293,0.4666666666666667,0.3164855928200283,0.11688481707380967,0.099009900990099,0.1446320843217368,0.6466666666666667,0.6,0.4993160054719563,0.4511111111111111,0.4875,0.27904941076487033,0.14638888888888887,0.1333333333333333,0.08595840950610206,-0.12377898143018438,-0.16360383896740188,0
82,0.2807838322792452,0.5333333333333333,0.6943788379782709,0.055354239311997566,0.04363694065376071,0.05642237557224234,0.38,0.3,0.3796169630642956,0.5005555555555555,0.5166666666666666,0.28920221824630393,0.1686111111111111,0.175,0.07245765999247883,-0.276912393929812,-0.4467369693253051,0
83,0.11343103369925099,0.4117647058823529,0.3542749173358526,0.11179532198764126,0.1094820205479452,0.0920616829905529,0.6088235294117648,0.6,0.2397807742671749,0.4352941176470588,0.4286764705882353,0.1641299072560506,0.15592560553633214,0.15588235294117647,0.05958327407311818,-0.13303143307546916,-0.14083192065698874,0
84,0.2044121485100031,0.5333333333333333,0.3722248464808691,0.16024550358897724,0.12885375494071144,0.3454550783207495,0.7733333333333333,0.8,0.12585499316005475,0.4238888888888889,0.4,0.5860638284880109,0.13314814814814815,0.12777777777777774,0.05480056085197959,-0.32269970769925893,0.10081020094942965,0
85,0.08860840553061444,0.4,0.12281530467642887,0.2098016078211252,0.17926421404682275,0.7863755378744129,0.7933333333333333,0.8,0.1104651162790698,0.4218333333333333,0.4291666666666667,0.2181434567424496,0.12533333333333332,0.12222222222222222,0.039307644796295366,-0.3007118783344091,0.6092374408239672,0
86,0.12038698963028882,0.4,0.15115729806329709,0.2010201598637256,0.1815934065934066,0.6113875732284462,0.67,0.7,0.4450239398084816,0.4770555555555556,0.4833333333333333,0.06380098144978248,0.10322222222222224,0.08888888888888889,0.033055465529694315,-0.23611501998380868,0.32637490521627943,0
87,0.22332414595125727,0.4516129032258064,0.34057628719886623,0.163911987714092,0.15217391304347827,0.22423827113798508,0.7580645161290323,0.8,0.2996668284718239,0.4511394380853278,0.4451612903225807,0.22280860450638107,0.12783905653832814,0.12473118279569892,0.022846144292181247,-0.2698605918245964,-0.032936263007513955,0
88,0.25951838063314137,0.5,0.6537553141237601,0.1371014396452681,0.1231822971548999,0.2868651365346983,0.6289473684210526,0.7,0.4742479222328385,0.46660664819944603,0.4907894736842106,0.2687206677129007,0.12319944598337952,0.13421052631578947,0.038521967395174266,-0.41800891534334417,-0.1776087435046017,0
89,0.13378746719460766,0.3157894736842105,0.24563060935285785,0.19021874238349745,0.13139735480161013,0.6466981708247397,0.65,0.7,0.4133013827781271,0.4537188365650969,0.4855263157894737,0.20896729318254464,0.11409972299168974,0.10877192982456138,0.03837359443677337,-0.26017764614972855,0.3395314203384056,0
90,0.11017347384257437,0.3333333333333333,0.240434577231932,0.15583732862002286,0.12307692307692307,1.0,0.5564102564102564,0.5,0.6103100405965983,0.4513149243918474,0.4666666666666667,0.19594006014461324,0.12194389655928115,0.10598290598290598,0.02865896787079397,-0.3155942182560646,0.5442898710270871,0
91,0.12727162114065782,0.35135135135135137,0.2612187057156353,0.1977153911430448,0.15841584158415842,0.7989604278071065,0.7567567567567568,0.9,0.4030260595753072,0.43700146092037984,0.4486486486486486,0.16181023596512056,0.13610421232042855,0.13288288288288289,0.019512658530961458,-0.3680222388899081,0.49412976104170675,0
92,0.1407544390373635,0.32432432432432434,0.1931979215871516,0.16401294264750682,0.14285714285714288,0.3633815177087293,0.6216216216216216,0.6,0.4013507351400649,0.4683710737764792,0.481081081081081,0.0,0.1047163379595812,0.09324324324324323,0.020924754838715674,-0.1519447575336302,0.10366435903311307,0
93,0.08055145153989174,0.3076923076923077,0.17241379310344826,0.18720894770712013,0.16216216216216214,0.9859738930360792,0.6333333333333333,0.7,0.5850133198934411,0.4631689677843524,0.5038461538461538,0.15375334757255082,0.11554459785229015,0.09743589743589744,0.03666998014742445,-0.30704857465227303,0.6095943819345352,0
94,0.09058926308757176,0.36666666666666653,0.10581010864430797,0.15460387667819056,0.13043478260869565,0.4913955465540937,0.74,0.8,0.2831737346101232,0.3958333333333333,0.4208333333333333,0.31766473195034983,0.11948148148148148,0.11166666666666666,0.043218910886934685,-0.16368940530502638,0.3133043716855789,0
95,0.2307065340409201,0.4,0.2588568729333963,0.16029276843913928,0.13394886363636366,0.42737542502231496,0.68,0.7,0.4976060191518469,0.4603333333333333,0.4583333333333334,0.18517950502633407,0.13662962962962966,0.14277777777777778,0.010675705602456757,-0.24815829002348735,0.09154845427526723,0
96,0.08357468292078574,0.3,0.07746811525743978,0.14340318754419604,0.11395139513951395,0.4188075910039528,0.6233333333333333,0.7,0.5041894664842682,0.4304444444444445,0.4208333333333333,0.2777673487988637,0.12244444444444445,0.11388888888888887,0.03990516048572503,-0.06921545880653815,0.1866031283193673,0
