group_number,consensus,highest_voted_ans,variance,avg_arrogance,med_arrogance,var_arrogance,avg_confidence,med_confidence,var_confidence,avg_EMAM,med_EMAM,var_EMAM,avg_EAAA,med_EAAA,var_EAAA
26,0.18922240735187057,0.26666666666666666,0.06298220752637379,0.10944989987516085,0.08581418581418582,0.23519308666062666,0.4766666666666667,0.5,0.39133036935704524,0.39222222222222225,0.4083333333333333,0.2939275940687797,0.175,0.11333333333333334,0.22221181297157527
27,0.21618678764023302,0.3333333333333333,0.09447331128956067,0.10830054526138415,0.1084018801410106,0.1919576757348922,0.5966666666666667,0.6,0.45186388508891934,0.35,0.3416666666666667,0.2406073533595483,0.2001111111111111,0.135,0.290289326658881
28,0.23075416610956045,0.3,0.0881750905369233,0.1172654261104413,0.079002079002079,0.43755770853094356,0.5366666666666666,0.5,0.5288132694938441,0.3894444444444444,0.39999999999999997,0.5265510952723732,0.18722222222222223,0.12833333333333335,0.33934670749294304
29,0.19330007896264523,0.23333333333333334,0.06298220752637379,0.11579828101651286,0.09672569328433012,0.27885050452870436,0.62,0.7,0.43604651162790703,0.34555555555555556,0.375,0.4279662545417498,0.2237777777777778,0.15000000000000002,0.5326646006543644
30,0.24182607993232352,0.3,0.0881750905369233,0.10562811175715997,0.08813747228381374,0.15184820604056723,0.5133333333333333,0.5,0.28898768809849523,0.4061111111111111,0.41666666666666663,0.23708807346128535,0.17244444444444446,0.125,0.25012997827349026
31,0.19679720006863932,0.26666666666666666,0.07872775940796724,0.12819689053099548,0.10975609756097562,0.24341254511510818,0.6333333333333333,0.6,0.4562243502051984,0.3711111111111111,0.375,0.36208101450265906,0.20733333333333331,0.14833333333333334,0.3522971047746448
32,0.1836242476018044,0.3333333333333333,0.07242953865532985,0.12595398307915917,0.09890109890109891,0.24547578981898735,0.6733333333333333,0.75,0.4439124487004105,0.32555555555555554,0.3416666666666667,0.6589966290394801,0.26611111111111113,0.15666666666666668,0.7424885290533085
33,0.13516924109777617,0.26666666666666666,0.03778932451582427,0.11595536165744388,0.07571428571428572,0.4024631042898043,0.53,0.5,0.43476402188782504,0.375,0.3833333333333333,0.28475586461525054,0.17933333333333334,0.11333333333333334,0.5494118241069744
34,0.17404528808275854,0.2,0.044087545268461655,0.08059047479676383,0.08655043586550436,0.05274048619373416,0.5366666666666666,0.55,0.6314124487004105,0.3472222222222222,0.35833333333333334,0.3351598733883257,0.2568888888888889,0.1366666666666667,0.9792233220771701
35,0.14549108164888402,0.16666666666666666,0.02204377263423083,0.12428657884045087,0.0958904109589041,0.3192207093387255,0.6,0.7,0.2954856361149111,0.35444444444444445,0.3833333333333333,0.2610929826394623,0.20722222222222222,0.1716666666666667,0.3815370217771944
36,0.09111491079965606,0.2,0.0,0.10563434941719059,0.10044642857142858,0.14788193057057064,0.57,0.6,0.3732045143638852,0.3383333333333333,0.3333333333333333,0.2277273289748572,0.23233333333333334,0.17,0.559679946604189
37,0.23693453282383692,0.26666666666666666,0.08502598016060461,0.09451204452879725,0.07752403846153846,0.1498982531362086,0.56,0.5,0.41655266757865944,0.33666666666666667,0.33333333333333337,0.33101054338039926,0.2237777777777778,0.16333333333333339,0.5702325604198256
38,0.1275944483810073,0.26666666666666666,0.03464021413950558,0.12052867055058306,0.10909090909090909,0.23403542458607363,0.6366666666666667,0.7,0.43134404924760605,0.3322222222222222,0.3416666666666667,0.45658853095217466,0.27366666666666667,0.15166666666666667,1.0
39,0.17038749290891253,0.2,0.04093843489214296,0.10270411925929167,0.0942350332594235,0.1316938132731599,0.5533333333333333,0.6,0.48905608755129965,0.36777777777777776,0.3583333333333333,0.1908873989912508,0.19722222222222222,0.14333333333333334,0.35857630652045897
40,0.1330940798298489,0.23333333333333334,0.03464021413950558,0.1037038431757776,0.0982310372554275,0.06539662682164654,0.59,0.6,0.4357900136798907,0.35388888888888886,0.3666666666666667,0.31226205225998577,0.2038888888888889,0.13333333333333333,0.49540404257013637
41,0.1283373294130693,0.16666666666666666,0.009447331128956066,0.09998992432448983,0.0958904109589041,0.061215397590173345,0.62,0.7,0.3642270861833106,0.31166666666666665,0.32499999999999996,0.1985650096132924,0.25122222222222224,0.21000000000000002,0.5967393466676917
42,0.2088711972925409,0.26666666666666666,0.08187686978428592,0.13151890344159983,0.10903532608695653,0.24399715108824777,0.5666666666666667,0.6,0.28180574555403554,0.42055555555555557,0.425,0.19993311842284733,0.15444444444444444,0.1,0.24500007110165647
43,0.17281153614811806,0.23333333333333334,0.044087545268461655,0.12952214343148932,0.10141206675224648,0.18768866642302265,0.6433333333333333,0.7,0.2784712722298222,0.3672222222222222,0.425,0.4255630634091766,0.2511111111111111,0.17833333333333334,0.7780209911997928
44,0.20395211634847965,0.26666666666666666,0.05983309715005509,0.12504124919965906,0.10903532608695653,0.14959703404952726,0.6333333333333333,0.7,0.36901504787961703,0.3827777777777778,0.4083333333333333,0.30405339940265647,0.18933333333333335,0.14333333333333337,0.36356598213091107
45,0.2340196186820528,0.26666666666666666,0.08187686978428592,0.10559074427647414,0.08941058941058941,0.2517235887161048,0.5666666666666667,0.6499999999999999,0.5639534883720931,0.3655555555555555,0.3833333333333333,0.4295863833951702,0.1948888888888889,0.14166666666666666,0.5532990329179831
46,0.23693453282383692,0.26666666666666666,0.08502598016060461,0.11064341282305243,0.09490509490509491,0.1840576832847688,0.5933333333333334,0.6,0.4952120383036936,0.38,0.4083333333333333,0.4249780168787748,0.20044444444444445,0.13333333333333336,0.5539485794680094
47,0.2823832891244493,0.3,0.11021886317115412,0.07862594681495395,0.0837788172402272,0.017589727614238857,0.5533333333333333,0.6,0.4069767441860467,0.3422222222222222,0.3583333333333333,0.2615250170003744,0.26066666666666666,0.18833333333333335,0.5589435420852639
48,0.3270198263867796,0.3,0.12911352542906626,0.10551837711949985,0.075046904315197,0.18426408204401565,0.5466666666666666,0.6499999999999999,0.37106703146374836,0.39555555555555555,0.42500000000000004,0.3793623889391418,0.19566666666666666,0.15666666666666668,0.22946860745140132
49,0.29412365328311796,0.43333333333333335,0.17005196032120923,0.1157094782961591,0.0895579268292683,0.24938344024767464,0.63,0.7,0.5117134062927498,0.38666666666666666,0.38333333333333336,0.6112928350221055,0.21477777777777776,0.165,0.4113194863825757
50,0.1283373294130693,0.2,0.02204377263423083,0.11546836031337984,0.0958904109589041,0.199342198254795,0.61,0.6,0.3844904240766075,0.3411111111111111,0.3333333333333333,0.3128290973586829,0.23111111111111113,0.15833333333333333,0.7393956300738238
51,0.15537639666842007,0.24242424242424243,0.050543221539914966,0.10561182511047557,0.0958904109589041,0.11472803465444409,0.5696969696969697,0.6,0.3498408546822535,0.36639118457300274,0.3606060606060606,0.07161633507800357,0.23744719926538108,0.22000000000000003,0.540579070426438
52,0.18588969070439043,0.30303030303030304,0.10722720831365137,0.09498703060922163,0.09090909090909091,0.0777408865238497,0.5333333333333333,0.6,0.341388081395349,0.3859504132231405,0.4015151515151515,0.29542337390765366,0.17313131313131314,0.13333333333333333,0.22219026363329186
53,0.193368179510935,0.2727272727272727,0.10407809793733266,0.10773691102574666,0.09375,0.12857959472250519,0.6090909090909091,0.7,0.46085394385026746,0.36230486685032137,0.3712121212121212,0.360574013354343,0.18927456382001837,0.17,0.40131414737919113
54,0.1570507932820524,0.24242424242424243,0.07258699417414578,0.09343198722288909,0.0821917808219178,0.1570992314935133,0.5181818181818182,0.6,0.5217139115159807,0.3622130394857668,0.3803030303030303,0.325231782877689,0.19857667584940314,0.13484848484848483,0.41158059552044907
55,0.14887192732311083,0.24242424242424243,0.06313966304518973,0.10580907906683101,0.09375,0.14295725872622758,0.5666666666666667,0.6,0.40182541039671693,0.345821854912764,0.3712121212121212,0.4052937970359378,0.21875114784205693,0.13727272727272727,0.5376364605878118
56,0.20743135056289586,0.375,0.13163281373012123,0.1388569039216051,0.10884857460199927,0.4207623101216283,0.565625,0.55,0.44784076304002474,0.42421875,0.428125,0.3019858614776267,0.1709375,0.11625,0.3227539168187192
57,0.4138646883853214,0.5,0.6542276806802078,0.12970704969654154,0.10933997509339975,0.07439686904520812,0.8233333333333334,0.9,0.1245725034199727,0.41833333333333333,0.4125,0.35636555993642643,0.15933333333333333,0.16,0.06249360332696751
58,0.30188492069490336,0.5,0.5125177137458666,0.1302490831144894,0.10942350332594236,0.20044928032630718,0.7266666666666667,0.8,0.2848837209302326,0.4336111111111111,0.4166666666666667,0.4326578776797794,0.15577777777777777,0.16666666666666669,0.05470710111797283
59,0.23437305102750505,0.40540540540540543,0.5380255077940481,0.14973129794173212,0.12500000000000003,0.3017009714271261,0.7756756756756756,0.9,0.26609620906816533,0.4024981738495252,0.4027027027027027,0.4360942951342058,0.15670124178232286,0.14702702702702702,0.07290456020331781
60,0.3383079045812387,0.5666666666666667,0.5252716107699573,0.09204680736241219,0.10432859823103727,0.06700717048711734,0.6666666666666666,1.0,1.0,0.4388888888888889,0.4625,0.4277772395088508,0.12944444444444445,0.1361111111111111,0.06447941986614926
61,0.2218312127232991,0.43333333333333335,0.27019367028814356,0.09759185319326039,0.10559454995871181,0.23279988698630874,0.5333333333333333,0.5,0.8153214774281806,0.4563888888888889,0.4458333333333333,0.11284444201461853,0.12240740740740741,0.12222222222222223,0.005623005514088609
62,0.2502043253887384,0.5588235294117647,0.5857345299952762,0.13256776085194907,0.10836594911937378,0.29288182272090424,0.6676470588235294,0.75,0.6471050023043667,0.47478373702422144,0.4588235294117647,0.28389902059048494,0.11918973471741637,0.1338235294117647,0.027549007075746014
63,0.4488191140631377,0.6129032258064516,0.5335211552736351,0.09904230795771705,0.08695652173913045,0.11987431056952196,0.5806451612903226,0.5,0.7144598649662417,0.4875650364203954,0.5064516129032258,0.31009189192981573,0.10280957336108221,0.09435483870967741,0.015298630411607134
64,0.47447380245307813,0.5483870967741935,0.5092280180848909,0.078735308237838,0.07272727272727274,0.08558974295735941,0.5096774193548387,0.5,0.5356173602224087,0.4595473465140478,0.44919354838709674,0.23159008901238687,0.09970083246618106,0.10080645161290322,0.015244246176443436
65,0.32852256263565016,0.4838709677419355,0.35132262635805384,0.1246664222347789,0.092485549132948,0.2294103971586238,0.6838709677419355,0.7,0.2417589691540532,0.40606139438085326,0.407258064516129,0.30626877585962264,0.10159339229968782,0.10040322580645161,0.007047623470945779
66,0.3795077135369257,0.5161290322580645,0.3715669073486739,0.10183048684896709,0.09,0.11390939763033858,0.6290322580645161,0.6,0.7728476236706237,0.4306191467221644,0.4467741935483871,0.37844651828930126,0.10606139438085327,0.11048387096774193,0.02107816508510971
67,0.3125956863700011,0.5161290322580645,0.35537148255617784,0.12419170472957089,0.092485549132948,0.2460894177972671,0.6483870967741936,0.7,0.29022880720180044,0.42403746097814776,0.432258064516129,0.2706515202057962,0.09415322580645161,0.09516129032258064,0.00702714494589238
68,0.3634162454080859,0.4838709677419355,0.3310783453674337,0.10603806048150566,0.0942408376963351,0.10300601363784327,0.6483870967741936,0.7,0.7018225144521426,0.4210197710718002,0.4217741935483871,0.36014859153565054,0.10598335067637878,0.10241935483870968,0.021242186284090102
69,0.29757804050040726,0.4838709677419355,0.3108340643768135,0.13150486842422127,0.10714285714285715,0.233991910687487,0.6612903225806451,0.6,0.21488460350381716,0.4198491155046826,0.44193548387096776,0.2422464755331678,0.09878381893860562,0.10241935483870968,0.0059533906024747535
70,0.3634162454080859,0.4838709677419355,0.3310783453674337,0.10370615220323127,0.0942408376963351,0.11373284347264341,0.6387096774193548,0.7,0.7603702396187284,0.41940686784599374,0.4217741935483871,0.3487106672770945,0.10751821019771071,0.10241935483870968,0.018828160380925392
71,0.26545043196313156,0.41935483870967744,0.23795465281058098,0.13804731791021915,0.109375,0.2264152240275024,0.6741935483870968,0.6,0.17665261903711227,0.4083766909469303,0.4161290322580645,0.22716987842595576,0.10212669094693028,0.09798387096774194,0.0024719172728980892
72,0.40222849374618297,0.5555555555555556,0.5924826236588163,0.10939773956947389,0.10106345267635591,0.12649316297125338,0.6083333333333334,0.6,0.6728857240570648,0.46566358024691357,0.4777777777777778,0.2302627151450845,0.09722222222222222,0.09305555555555556,0.012896935810369211
73,0.07566769456130118,0.26666666666666666,0.049126121870571554,0.09078449177967046,0.07712590639419908,0.12983278875787405,0.53,0.5,0.49119357045143647,0.38222222222222224,0.4083333333333333,0.2605529396883222,0.17222222222222222,0.12777777777777777,0.3028499960105674
74,0.17366368621221195,0.43333333333333335,0.23618327822390173,0.12455836647400072,0.109375,0.18106443092780009,0.68,0.7,0.31292749658002744,0.39722222222222225,0.4083333333333333,0.3999650275251363,0.2512962962962963,0.17777777777777778,0.6183787018539262
75,0.2137582836778592,0.36666666666666664,0.24752007557864902,0.10849231591450684,0.09890109890109891,0.054623435409962784,0.6233333333333333,0.7,0.38620041039671693,0.42277777777777775,0.4583333333333333,0.2538294049466281,0.23055555555555554,0.18055555555555555,0.4419381372701869
76,0.19329962130229594,0.4117647058823529,0.28530940009447325,0.10494096745598172,0.10889328063241108,0.03475371002332497,0.5941176470588235,0.6499999999999999,0.3911351382985729,0.43040657439446367,0.4294117647058824,0.14207430388512432,0.1766724336793541,0.13921568627450978,0.19245802427178166
81,0.12300772592825293,0.4666666666666667,0.3164855928200283,0.11688481707380967,0.09900990099009901,0.1446320843217368,0.6466666666666667,0.6,0.4993160054719563,0.45111111111111113,0.4875,0.27904941076487033,0.14638888888888887,0.1333333333333333,0.08595840950610206
82,0.2807838322792452,0.5333333333333333,0.694378837978271,0.055354239311997566,0.04363694065376071,0.056422375572242334,0.38,0.3,0.3796169630642956,0.5005555555555555,0.5166666666666666,0.28920221824630393,0.1686111111111111,0.175,0.07245765999247883
83,0.113431033699251,0.4117647058823529,0.3542749173358526,0.11179532198764126,0.1094820205479452,0.0920616829905529,0.6088235294117648,0.6,0.2397807742671749,0.43529411764705883,0.4286764705882353,0.1641299072560506,0.15592560553633217,0.15588235294117647,0.059583274073118184
84,0.2044121485100031,0.5333333333333333,0.3722248464808691,0.16024550358897724,0.12885375494071144,0.3454550783207495,0.7733333333333333,0.8,0.12585499316005477,0.42388888888888887,0.4,0.5860638284880109,0.13314814814814815,0.12777777777777777,0.05480056085197959
85,0.08860840553061444,0.4,0.12281530467642889,0.2098016078211252,0.17926421404682275,0.786375537874413,0.7933333333333333,0.8,0.1104651162790698,0.42183333333333334,0.4291666666666667,0.21814345674244956,0.12533333333333332,0.12222222222222222,0.03930764479629536
86,0.12038698963028882,0.4,0.15115729806329709,0.2010201598637256,0.1815934065934066,0.6113875732284462,0.67,0.7,0.4450239398084816,0.47705555555555557,0.48333333333333334,0.06380098144978248,0.10322222222222223,0.08888888888888889,0.03305546552969431
87,0.22332414595125727,0.45161290322580644,0.34057628719886623,0.163911987714092,0.15217391304347827,0.22423827113798508,0.7580645161290323,0.8,0.2996668284718239,0.4511394380853278,0.44516129032258067,0.22280860450638107,0.12783905653832814,0.12473118279569893,0.022846144292181247
88,0.25951838063314137,0.5,0.6537553141237601,0.1371014396452681,0.1231822971548999,0.2868651365346983,0.6289473684210526,0.7,0.47424792223283846,0.466606648199446,0.49078947368421055,0.2687206677129007,0.12319944598337951,0.13421052631578947,0.03852196739517426
89,0.13378746719460766,0.3157894736842105,0.24563060935285783,0.19021874238349742,0.13139735480161013,0.6466981708247397,0.65,0.7,0.41330138277812706,0.45371883656509693,0.4855263157894737,0.20896729318254464,0.11409972299168974,0.10877192982456138,0.03837359443677337
90,0.11017347384257437,0.3333333333333333,0.24043457723193198,0.15583732862002284,0.12307692307692308,1.0,0.5564102564102564,0.5,0.6103100405965983,0.45131492439184745,0.4666666666666667,0.19594006014461324,0.12194389655928117,0.10598290598290598,0.02865896787079397
91,0.12727162114065782,0.35135135135135137,0.2612187057156353,0.19771539114304476,0.15841584158415842,0.7989604278071065,0.7567567567567568,0.9,0.40302605957530724,0.43700146092037984,0.4486486486486486,0.16181023596512056,0.13610421232042855,0.13288288288288289,0.019512658530961458
92,0.1407544390373635,0.32432432432432434,0.19319792158715157,0.16401294264750682,0.14285714285714288,0.3633815177087293,0.6216216216216216,0.6,0.40135073514006486,0.4683710737764792,0.48108108108108105,0.0,0.10471633795958121,0.09324324324324325,0.020924754838715674
93,0.08055145153989174,0.3076923076923077,0.17241379310344823,0.18720894770712013,0.16216216216216217,0.9859738930360793,0.6333333333333333,0.7,0.585013319893441,0.4631689677843524,0.5038461538461538,0.15375334757255082,0.11554459785229017,0.09743589743589744,0.036669980147424446
94,0.09058926308757176,0.36666666666666664,0.10581010864430797,0.15460387667819056,0.13043478260869565,0.4913955465540937,0.74,0.8,0.2831737346101232,0.3958333333333333,0.42083333333333334,0.31766473195034983,0.11948148148148148,0.11166666666666666,0.04321891088693468
95,0.23070653404092012,0.4,0.2588568729333963,0.16029276843913928,0.13394886363636366,0.42737542502231496,0.68,0.7,0.4976060191518469,0.4603333333333333,0.45833333333333337,0.18517950502633407,0.13662962962962963,0.14277777777777778,0.010675705602456757
96,0.08357468292078574,0.3,0.07746811525743977,0.14340318754419604,0.11395139513951394,0.41880759100395276,0.6233333333333333,0.7,0.5041894664842682,0.43044444444444446,0.42083333333333334,0.2777673487988637,0.12244444444444444,0.11388888888888887,0.039905160485725025
97,0.13697255276050868,0.45161290322580644,0.23287671232876705,0.1348467935520228,0.12307692307692308,0.2776461175329535,0.6387096774193548,0.7,0.5322580645161291,0.4428199791883455,0.46451612903225803,0.29204835330471546,0.10621227887617066,0.11612903225806452,0.04119204023450341
